cod_parroquia,provincia,canton,parroquia,direccion_busqueda,lat,lon
080150,ESMERALDAS,ESMERALDAS,ESMERALDAS,"ESMERALDAS, ESMERALDAS, ESMERALDAS, Ecuador",0.9705805999999999,-79.653001
080150,ESMERALDAS,ESMERALDAS,ESMERALDAS,"ESMERALDAS, ESMERALDAS, ESMERALDAS, Ecuador",0.9705805999999999,-79.653001
080150,ESMERALDAS,ESMERALDAS,ESMERALDAS,"ESMERALDAS, ESMERALDAS, ESMERALDAS, Ecuador",0.9705805999999999,-79.653001
080150,ESMERALDAS,ESMERALDAS,ESMERALDAS,"ESMERALDAS, ESMERALDAS, ESMERALDAS, Ecuador",0.9705805999999999,-79.653001
080150,ESMERALDAS,ESMERALDAS,ESMERALDAS,"ESMERALDAS, ESMERALDAS, ESMERALDAS, Ecuador",0.9705805999999999,-79.653001
080152,ESMERALDAS,ESMERALDAS,CAMARONES,"CAMARONES, ESMERALDAS, ESMERALDAS, Ecuador",0.9713158999999999,-79.6517168
080153,ESMERALDAS,ESMERALDAS,CORONEL CARLOS CONCHA TORRES,"CORONEL CARLOS CONCHA TORRES, ESMERALDAS, ESMERALDAS, Ecuador",0.7166669999999999,-79.68333299999999
080154,ESMERALDAS,ESMERALDAS,CHINCA,"CHINCA, ESMERALDAS, ESMERALDAS, Ecuador",0.9705805999999999,-79.653001
080159,ESMERALDAS,ESMERALDAS,MAJUA,"MAJUA, ESMERALDAS, ESMERALDAS, Ecuador",0.70297,-79.540978
080163,ESMERALDAS,ESMERALDAS,SAN MATEO,"SAN MATEO, ESMERALDAS, ESMERALDAS, Ecuador",0.8897117999999999,-79.6347711
080165,ESMERALDAS,ESMERALDAS,TABIAZO,"TABIAZO, ESMERALDAS, ESMERALDAS, Ecuador",0.8166669999999999,-79.7
080166,ESMERALDAS,ESMERALDAS,TACHINA,"TACHINA, ESMERALDAS, ESMERALDAS, Ecuador",0.9705805999999999,-79.653001
080168,ESMERALDAS,ESMERALDAS,VUELTA LARGA,"VUELTA LARGA, ESMERALDAS, ESMERALDAS, Ecuador",0.9643988,-79.6531937
080250,ESMERALDAS,ELOY ALFARO,VALDEZ,"VALDEZ, ELOY ALFARO, ESMERALDAS, Ecuador",1.2500118,-78.9867948
080251,ESMERALDAS,ELOY ALFARO,ANCHAYACU,"ANCHAYACU, ELOY ALFARO, ESMERALDAS, Ecuador",0.9556629999999999,-79.05924999999999
080252,ESMERALDAS,ELOY ALFARO,ATAHUALPA,"ATAHUALPA, ELOY ALFARO, ESMERALDAS, Ecuador",0.853371,-78.968361
080253,ESMERALDAS,ELOY ALFARO,BORBÓN,"BORBÓN, ELOY ALFARO, ESMERALDAS, Ecuador",1.089202,-78.98996
080254,ESMERALDAS,ELOY ALFARO,LA TOLA,"LA TOLA, ELOY ALFARO, ESMERALDAS, Ecuador",1.191617,-79.04805
080255,ESMERALDAS,ELOY ALFARO,LUIS VARGAS TORRES,"LUIS VARGAS TORRES, ELOY ALFARO, ESMERALDAS, Ecuador",0.8758509999999999,-78.794533
080256,ESMERALDAS,ELOY ALFARO,MALDONADO,"MALDONADO, ELOY ALFARO, ESMERALDAS, Ecuador",1.065187,-78.91828199999999
080257,ESMERALDAS,ELOY ALFARO,PAMPANAL DE BOLÍVAR,"PAMPANAL DE BOLÍVAR, ELOY ALFARO, ESMERALDAS, Ecuador",1.353174,-78.89556100000001
080258,ESMERALDAS,ELOY ALFARO,SAN FRANCISCO DE ONZOLE,"SAN FRANCISCO DE ONZOLE, ELOY ALFARO, ESMERALDAS, Ecuador",0.8795879999999999,-79.082611
080259,ESMERALDAS,ELOY ALFARO,SANTO DOMINGO DE ONZOLE,"SANTO DOMINGO DE ONZOLE, ELOY ALFARO, ESMERALDAS, Ecuador",0.7025009,-79.1548533
080260,ESMERALDAS,ELOY ALFARO,SELVA ALEGRE,"SELVA ALEGRE, ELOY ALFARO, ESMERALDAS, Ecuador",0.8980014000000001,-78.8722341
080261,ESMERALDAS,ELOY ALFARO,TELEMBÍ,"TELEMBÍ, ELOY ALFARO, ESMERALDAS, Ecuador",0.7999999999999999,-78.93333299999999
080262,ESMERALDAS,ELOY ALFARO,COLÓN ELOY DEL MARÍA,"COLÓN ELOY DEL MARÍA, ELOY ALFARO, ESMERALDAS, Ecuador",0.9824851000000001,-78.9061921
080263,ESMERALDAS,ELOY ALFARO,SAN JOSÉ DE CAYAPAS,"SAN JOSÉ DE CAYAPAS, ELOY ALFARO, ESMERALDAS, Ecuador",0.8796390000000001,-78.970444
080264,ESMERALDAS,ELOY ALFARO,TIMBIRÉ,"TIMBIRÉ, ELOY ALFARO, ESMERALDAS, Ecuador",0.9343849999999999,-78.88493299999999
080265,ESMERALDAS,ELOY ALFARO,SANTA LUCÍA DE LAS PEÑAS,"SANTA LUCÍA DE LAS PEÑAS, ELOY ALFARO, ESMERALDAS, Ecuador",1.0678984,-79.1435645
080350,ESMERALDAS,MUISNE,MUISNE,"MUISNE, MUISNE, ESMERALDAS, Ecuador",0.6105615,-80.0190796
080351,ESMERALDAS,MUISNE,BOLÍVAR,"BOLÍVAR, MUISNE, ESMERALDAS, Ecuador",0.4527166999999999,-80.0199562
080352,ESMERALDAS,MUISNE,DAULE,"DAULE, MUISNE, ESMERALDAS, Ecuador",0.4068484000000001,-80.0136667
080353,ESMERALDAS,MUISNE,GALERA,"GALERA, MUISNE, ESMERALDAS, Ecuador",0.8163336,-80.0472053
080354,ESMERALDAS,MUISNE,QUINGUE,"QUINGUE, MUISNE, ESMERALDAS, Ecuador",0.7166669999999999,-80.083333
080355,ESMERALDAS,MUISNE,SÁLIMA,"SÁLIMA, MUISNE, ESMERALDAS, Ecuador",0.332709,-79.97022299999999
080356,ESMERALDAS,MUISNE,SAN FRANCISCO,"SAN FRANCISCO, MUISNE, ESMERALDAS, Ecuador",0.6856795,-79.9864071
080357,ESMERALDAS,MUISNE,SAN GREGORIO,"SAN GREGORIO, MUISNE, ESMERALDAS, Ecuador",0.4803914,-79.87448359999999
080358,ESMERALDAS,MUISNE,SAN JOSÉ DE CHAMANGA,"SAN JOSÉ DE CHAMANGA, MUISNE, ESMERALDAS, Ecuador",0.3412109,-79.8856824
080450,ESMERALDAS,QUININDÉ,ROSA ZÁRATE,"ROSA ZÁRATE, QUININDÉ, ESMERALDAS, Ecuador",0.3282961,-79.4723702
080451,ESMERALDAS,QUININDÉ,CUBE,"CUBE, QUININDÉ, ESMERALDAS, Ecuador",0.573336,-79.643631
080452,ESMERALDAS,QUININDÉ,CHURA,"CHURA, QUININDÉ, ESMERALDAS, Ecuador",0.6,-79.483333
080453,ESMERALDAS,QUININDÉ,MALIMPIA,"MALIMPIA, QUININDÉ, ESMERALDAS, Ecuador",0.4051505,-79.1548533
080454,ESMERALDAS,QUININDÉ,VICHE,"VICHE, QUININDÉ, ESMERALDAS, Ecuador",0.6578913,-79.542079
080455,ESMERALDAS,QUININDÉ,LA UNIÓN,"LA UNIÓN, QUININDÉ, ESMERALDAS, Ecuador",0.1354493,-79.4056784
080550,ESMERALDAS,SAN LORENZO,SAN LORENZO,"SAN LORENZO, SAN LORENZO, ESMERALDAS, Ecuador",1.2694769,-78.84392679999999
080551,ESMERALDAS,SAN LORENZO,ALTO TAMBO,"ALTO TAMBO, SAN LORENZO, ESMERALDAS, Ecuador",0.9028299999999999,-78.546249
080552,ESMERALDAS,SAN LORENZO,ANCÓN,"ANCÓN, SAN LORENZO, ESMERALDAS, Ecuador",1.4400304,-78.8665733
080553,ESMERALDAS,SAN LORENZO,CALDERÓN,"CALDERÓN, SAN LORENZO, ESMERALDAS, Ecuador",1.146502,-78.7646228
080554,ESMERALDAS,SAN LORENZO,CARONDELET,"CARONDELET, SAN LORENZO, ESMERALDAS, Ecuador",1.2694769,-78.84392679999999
080555,ESMERALDAS,SAN LORENZO,5 DE JUNIO,"5 DE JUNIO, SAN LORENZO, ESMERALDAS, Ecuador",0.9445192999999998,-78.77028949999999
080556,ESMERALDAS,SAN LORENZO,CONCEPCIÓN,"CONCEPCIÓN, SAN LORENZO, ESMERALDAS, Ecuador",1.05,-78.833333
080557,ESMERALDAS,SAN LORENZO,MATAJE,"MATAJE, SAN LORENZO, ESMERALDAS, Ecuador",1.2694769,-78.84392679999999
080558,ESMERALDAS,SAN LORENZO,SAN JAVIER DE CACHAVÍ,"SAN JAVIER DE CACHAVÍ, SAN LORENZO, ESMERALDAS, Ecuador",1.0665836,-78.78162189999999
080559,ESMERALDAS,SAN LORENZO,SANTA RITA,"SANTA RITA, SAN LORENZO, ESMERALDAS, Ecuador",1.047373,-78.6682395
080560,ESMERALDAS,SAN LORENZO,TAMBILLO,"TAMBILLO, SAN LORENZO, ESMERALDAS, Ecuador",1.256347,-78.885267
080561,ESMERALDAS,SAN LORENZO,TULULBÍ,"TULULBÍ, SAN LORENZO, ESMERALDAS, Ecuador",1.1767405,-78.72715529999999
080562,ESMERALDAS,SAN LORENZO,URBINA,"URBINA, SAN LORENZO, ESMERALDAS, Ecuador",0.9911338999999999,-78.6909263
080650,ESMERALDAS,ATACAMES,ATACAMES,"ATACAMES, ATACAMES, ESMERALDAS, Ecuador",0.8689897999999999,-79.84951509999999
080651,ESMERALDAS,ATACAMES,LA UNIÓN,"LA UNIÓN, ATACAMES, ESMERALDAS, Ecuador",0.7321162,-79.84087869999999
080652,ESMERALDAS,ATACAMES,SÚA,"SÚA, ATACAMES, ESMERALDAS, Ecuador",0.8714026,-79.8513655
080653,ESMERALDAS,ATACAMES,TONCHIGÜE,"TONCHIGÜE, ATACAMES, ESMERALDAS, Ecuador",0.804828,-79.940308
080654,ESMERALDAS,ATACAMES,TONSUPA,"TONSUPA, ATACAMES, ESMERALDAS, Ecuador",0.8866917999999999,-79.8128649
080750,ESMERALDAS,RIOVERDE,RIOVERDE,"RIOVERDE, RIOVERDE, ESMERALDAS, Ecuador",1.059707,-79.403313
080751,ESMERALDAS,RIOVERDE,CHONTADURO,"CHONTADURO, RIOVERDE, ESMERALDAS, Ecuador",0.909114,-79.4478858
080752,ESMERALDAS,RIOVERDE,CHUMUNDÉ,"CHUMUNDÉ, RIOVERDE, ESMERALDAS, Ecuador",0.8327209999999999,-79.418922
080753,ESMERALDAS,RIOVERDE,LAGARTO,"LAGARTO, RIOVERDE, ESMERALDAS, Ecuador",1.0211323,-79.2225576
080754,ESMERALDAS,RIOVERDE,MONTALVO,"MONTALVO, RIOVERDE, ESMERALDAS, Ecuador",1.016667,-79.316667
080755,ESMERALDAS,RIOVERDE,ROCAFUERTE,"ROCAFUERTE, RIOVERDE, ESMERALDAS, Ecuador",0.9746103,-79.3690831
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090150,GUAYAS,GUAYAQUIL,GUAYAQUIL,"GUAYAQUIL, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090152,GUAYAS,GUAYAQUIL,JUAN GÓMEZ RENDÓN,"JUAN GÓMEZ RENDÓN, GUAYAQUIL, GUAYAS, Ecuador",-2.2422761,-79.9279172
090153,GUAYAS,GUAYAQUIL,MORRO,"MORRO, GUAYAQUIL, GUAYAS, Ecuador",-2.5623075,-80.3435908
090156,GUAYAS,GUAYAQUIL,POSORJA,"POSORJA, GUAYAQUIL, GUAYAS, Ecuador",-2.1891341,-79.8899031
090157,GUAYAS,GUAYAQUIL,PUNÁ,"PUNÁ, GUAYAQUIL, GUAYAS, Ecuador",-2.068275,-79.9287174
090158,GUAYAS,GUAYAQUIL,TENGUEL,"TENGUEL, GUAYAQUIL, GUAYAS, Ecuador",-2.995086,-79.78698
090250,GUAYAS,ALFREDO BAQUERIZO MORENO (JUJÁN),ALFREDO BAQUERIZO MORENO (JUJÁN),"ALFREDO BAQUERIZO MORENO (JUJÁN), ALFREDO BAQUERIZO MORENO (JUJÁN), GUAYAS, Ecuador",-1.9358802,-79.53786339999999
090350,GUAYAS,BALAO,BALAO,"BALAO, BALAO, GUAYAS, Ecuador",-2.9135019,-79.8156667
090450,GUAYAS,BALZAR,BALZAR,"BALZAR, BALZAR, GUAYAS, Ecuador",-1.3659056,-79.9070787
090550,GUAYAS,COLIMES,COLIMES,"COLIMES, COLIMES, GUAYAS, Ecuador",-1.5457823,-80.0102012
090551,GUAYAS,COLIMES,SAN JACINTO,"SAN JACINTO, COLIMES, GUAYAS, Ecuador",-1.5942534,-80.2098219
090650,GUAYAS,DAULE,DAULE,"DAULE, DAULE, GUAYAS, Ecuador",-1.8649867,-79.979311
090650,GUAYAS,DAULE,DAULE,"DAULE, DAULE, GUAYAS, Ecuador",-1.8649867,-79.979311
090650,GUAYAS,DAULE,DAULE,"DAULE, DAULE, GUAYAS, Ecuador",-1.8649867,-79.979311
090650,GUAYAS,DAULE,DAULE,"DAULE, DAULE, GUAYAS, Ecuador",-1.8649867,-79.979311
090650,GUAYAS,DAULE,DAULE,"DAULE, DAULE, GUAYAS, Ecuador",-1.8649867,-79.979311
090650,GUAYAS,DAULE,DAULE,"DAULE, DAULE, GUAYAS, Ecuador",-1.8649867,-79.979311
090650,GUAYAS,DAULE,DAULE,"DAULE, DAULE, GUAYAS, Ecuador",-1.8649867,-79.979311
090650,GUAYAS,DAULE,DAULE,"DAULE, DAULE, GUAYAS, Ecuador",-1.8649867,-79.979311
090652,GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE,"JUAN BAUTISTA AGUIRRE, DAULE, GUAYAS, Ecuador",-1.8771231,-79.86258339999999
090653,GUAYAS,DAULE,LAUREL,"LAUREL, DAULE, GUAYAS, Ecuador",-1.8323257,-79.9080757
090654,GUAYAS,DAULE,LIMONAL,"LIMONAL, DAULE, GUAYAS, Ecuador",-1.8137393,-80.0199562
090656,GUAYAS,DAULE,LOS LOJAS,"LOS LOJAS, DAULE, GUAYAS, Ecuador",-1.8649867,-79.979311
090750,GUAYAS,DURÁN,ELOY ALFARO,"ELOY ALFARO, DURÁN, GUAYAS, Ecuador",-2.1689935,-79.8397037
090750,GUAYAS,DURÁN,ELOY ALFARO,"ELOY ALFARO, DURÁN, GUAYAS, Ecuador",-2.1689935,-79.8397037
090750,GUAYAS,DURÁN,ELOY ALFARO,"ELOY ALFARO, DURÁN, GUAYAS, Ecuador",-2.1689935,-79.8397037
090850,GUAYAS,EL EMPALME,VELASCO IBARRA,"VELASCO IBARRA, EL EMPALME, GUAYAS, Ecuador",-1.0460477,-79.6333674
090851,GUAYAS,EL EMPALME,GUAYAS,"GUAYAS, EL EMPALME, GUAYAS, Ecuador",-1.0483186,-79.6080967
090852,GUAYAS,EL EMPALME,EL ROSARIO,"EL ROSARIO, EL EMPALME, GUAYAS, Ecuador",-2.2155704,-79.934839
090950,GUAYAS,EL TRIUNFO,EL TRIUNFO,"EL TRIUNFO, EL TRIUNFO, GUAYAS, Ecuador",-2.3286839,-79.4056784
091050,GUAYAS,MILAGRO,MILAGRO,"MILAGRO, MILAGRO, GUAYAS, Ecuador",-2.1394035,-79.5939034
091050,GUAYAS,MILAGRO,MILAGRO,"MILAGRO, MILAGRO, GUAYAS, Ecuador",-2.1394035,-79.5939034
091050,GUAYAS,MILAGRO,MILAGRO,"MILAGRO, MILAGRO, GUAYAS, Ecuador",-2.1394035,-79.5939034
091050,GUAYAS,MILAGRO,MILAGRO,"MILAGRO, MILAGRO, GUAYAS, Ecuador",-2.1394035,-79.5939034
091050,GUAYAS,MILAGRO,MILAGRO,"MILAGRO, MILAGRO, GUAYAS, Ecuador",-2.1394035,-79.5939034
091050,GUAYAS,MILAGRO,MILAGRO,"MILAGRO, MILAGRO, GUAYAS, Ecuador",-2.1394035,-79.5939034
091050,GUAYAS,MILAGRO,MILAGRO,"MILAGRO, MILAGRO, GUAYAS, Ecuador",-2.1394035,-79.5939034
091050,GUAYAS,MILAGRO,MILAGRO,"MILAGRO, MILAGRO, GUAYAS, Ecuador",-2.1394035,-79.5939034
091050,GUAYAS,MILAGRO,MILAGRO,"MILAGRO, MILAGRO, GUAYAS, Ecuador",-2.1394035,-79.5939034
091051,GUAYAS,MILAGRO,CHOBO,"CHOBO, MILAGRO, GUAYAS, Ecuador",-2.1253174,-79.5843379
091053,GUAYAS,MILAGRO,MARISCAL SUCRE,"MARISCAL SUCRE, MILAGRO, GUAYAS, Ecuador",-2.102111,-79.502792
091054,GUAYAS,MILAGRO,ROBERTO ASTUDILLO,"ROBERTO ASTUDILLO, MILAGRO, GUAYAS, Ecuador",-2.1245489,-79.5987477
091150,GUAYAS,NARANJAL,NARANJAL,"NARANJAL, NARANJAL, GUAYAS, Ecuador",-2.6689787,-79.62213679999999
091151,GUAYAS,NARANJAL,JESÚS MARÍA,"JESÚS MARÍA, NARANJAL, GUAYAS, Ecuador",-2.517663,-79.475723
091152,GUAYAS,NARANJAL,SAN CARLOS,"SAN CARLOS, NARANJAL, GUAYAS, Ecuador",-2.5455298,-79.4591378
091153,GUAYAS,NARANJAL,SANTA ROSA DE FLANDES,"SANTA ROSA DE FLANDES, NARANJAL, GUAYAS, Ecuador",-2.636859,-79.64621
091154,GUAYAS,NARANJAL,TAURA,"TAURA, NARANJAL, GUAYAS, Ecuador",-2.3113988,-79.7319253
091250,GUAYAS,NARANJITO,NARANJITO,"NARANJITO, NARANJITO, GUAYAS, Ecuador",-2.1690753,-79.4632104
091350,GUAYAS,PALESTINA,PALESTINA,"PALESTINA, PALESTINA, GUAYAS, Ecuador",-1.6283943,-79.97941349999999
091450,GUAYAS,PEDRO CARBO,PEDRO CARBO,"PEDRO CARBO, PEDRO CARBO, GUAYAS, Ecuador",-1.816144,-80.234304
091451,GUAYAS,PEDRO CARBO,VALLE DE LA VIRGEN,"VALLE DE LA VIRGEN, PEDRO CARBO, GUAYAS, Ecuador",-1.7402764,-80.1958755
091452,GUAYAS,PEDRO CARBO,SABANILLA,"SABANILLA, PEDRO CARBO, GUAYAS, Ecuador",-1.8460864,-80.21818859999999
091650,GUAYAS,SAMBORONDÓN,SAMBORONDÓN,"SAMBORONDÓN, SAMBORONDÓN, GUAYAS, Ecuador",-1.9852188,-79.7287703
091650,GUAYAS,SAMBORONDÓN,SAMBORONDÓN,"SAMBORONDÓN, SAMBORONDÓN, GUAYAS, Ecuador",-1.9852188,-79.7287703
091651,GUAYAS,SAMBORONDÓN,TARIFA,"TARIFA, SAMBORONDÓN, GUAYAS, Ecuador",-1.9760709,-79.80726109999999
091850,GUAYAS,SANTA LUCÍA,SANTA LUCÍA,"SANTA LUCÍA, SANTA LUCÍA, GUAYAS, Ecuador",-1.7150726,-79.9858108
091950,GUAYAS,SALITRE,EL SALITRE,"EL SALITRE, SALITRE, GUAYAS, Ecuador",-1.8284784,-79.8160082
091950,GUAYAS,SALITRE,EL SALITRE,"EL SALITRE, SALITRE, GUAYAS, Ecuador",-1.8284784,-79.8160082
091950,GUAYAS,SALITRE,EL SALITRE,"EL SALITRE, SALITRE, GUAYAS, Ecuador",-1.8284784,-79.8160082
091950,GUAYAS,SALITRE,EL SALITRE,"EL SALITRE, SALITRE, GUAYAS, Ecuador",-1.8284784,-79.8160082
091950,GUAYAS,SALITRE,EL SALITRE,"EL SALITRE, SALITRE, GUAYAS, Ecuador",-1.8284784,-79.8160082
091951,GUAYAS,SALITRE,GENERAL VERNAZA,"GENERAL VERNAZA, SALITRE, GUAYAS, Ecuador",-1.8264088,-79.8067846
091952,GUAYAS,SALITRE,LA VICTORIA,"LA VICTORIA, SALITRE, GUAYAS, Ecuador",-1.836101,-79.83317579999999
091953,GUAYAS,SALITRE,JUNQUILLAL,"JUNQUILLAL, SALITRE, GUAYAS, Ecuador",-1.718144,-79.8646835
092050,GUAYAS,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,"SAN JACINTO DE YAGUACHI, SAN JACINTO DE YAGUACHI, GUAYAS, Ecuador",-2.0983597,-79.6923047
092053,GUAYAS,SAN JACINTO DE YAGUACHI,GENERAL PEDRO J. MONTERO,"GENERAL PEDRO J. MONTERO, SAN JACINTO DE YAGUACHI, GUAYAS, Ecuador",-2.255392,-79.62602199999999
092055,GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO,"YAGUACHI VIEJO, SAN JACINTO DE YAGUACHI, GUAYAS, Ecuador",-2.1972803,-79.6614376
092056,GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FÁTIMA,"VIRGEN DE FÁTIMA, SAN JACINTO DE YAGUACHI, GUAYAS, Ecuador",-2.2468834,-79.6423258
092150,GUAYAS,PLAYAS,GENERAL VILLAMIL,"GENERAL VILLAMIL, PLAYAS, GUAYAS, Ecuador",-2.6284683,-80.3895886
092250,GUAYAS,SIMÓN BOLÍVAR,SIMÓN BOLÍVAR,"SIMÓN BOLÍVAR, SIMÓN BOLÍVAR, GUAYAS, Ecuador",-2.0123279,-79.4478858
092251,GUAYAS,SIMÓN BOLÍVAR,CORONEL LORENZO DE GARAYCOA,"CORONEL LORENZO DE GARAYCOA, SIMÓN BOLÍVAR, GUAYAS, Ecuador",-2.064749,-79.4345699
092350,GUAYAS,CORONEL MARCELINO MARIDUEÑA,CORONEL MARCELINO MARIDUEÑA,"CORONEL MARCELINO MARIDUEÑA, CORONEL MARCELINO MARIDUEÑA, GUAYAS, Ecuador",-2.2092146,-79.43732179999999
092450,GUAYAS,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,"LOMAS DE SARGENTILLO, LOMAS DE SARGENTILLO, GUAYAS, Ecuador",-1.8525663,-80.08701549999999
092550,GUAYAS,NOBOL,NARCISA DE JESÚS,"NARCISA DE JESÚS, NOBOL, GUAYAS, Ecuador",-1.9158984,-80.01296789999999
092750,GUAYAS,GENERAL  ANTONIO ELIZALDE,GENERAL ANTONIO ELIZALDE,"GENERAL ANTONIO ELIZALDE, GENERAL  ANTONIO ELIZALDE, GUAYAS, Ecuador",-2.1890274,-79.1830693
092850,GUAYAS,ISIDRO AYORA,ISIDRO AYORA,"ISIDRO AYORA, ISIDRO AYORA, GUAYAS, Ecuador",-1.8841718,-80.1456496
100150,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,"SAN MIGUEL DE IBARRA, IBARRA, IMBABURA, Ecuador",0.3603318,-78.1224118
100150,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,"SAN MIGUEL DE IBARRA, IBARRA, IMBABURA, Ecuador",0.3603318,-78.1224118
100150,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,"SAN MIGUEL DE IBARRA, IBARRA, IMBABURA, Ecuador",0.3603318,-78.1224118
100150,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,"SAN MIGUEL DE IBARRA, IBARRA, IMBABURA, Ecuador",0.3603318,-78.1224118
100150,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,"SAN MIGUEL DE IBARRA, IBARRA, IMBABURA, Ecuador",0.3603318,-78.1224118
100151,IMBABURA,IBARRA,AMBUQUÍ,"AMBUQUÍ, IBARRA, IMBABURA, Ecuador",0.4473288,-78.0052678
100152,IMBABURA,IBARRA,ANGOCHAGUA,"ANGOCHAGUA, IBARRA, IMBABURA, Ecuador",0.24553,-78.08397699999999
100153,IMBABURA,IBARRA,LA CAROLINA,"LA CAROLINA, IBARRA, IMBABURA, Ecuador",0.3317155,-78.1100151
100154,IMBABURA,IBARRA,LA ESPERANZA,"LA ESPERANZA, IBARRA, IMBABURA, Ecuador",0.304846,-78.12309300000001
100155,IMBABURA,IBARRA,LITA,"LITA, IBARRA, IMBABURA, Ecuador",0.7936981,-78.36146719999999
100156,IMBABURA,IBARRA,SALINAS,"SALINAS, IBARRA, IMBABURA, Ecuador",0.3855636,-78.1259225
100157,IMBABURA,IBARRA,SAN ANTONIO,"SAN ANTONIO, IBARRA, IMBABURA, Ecuador",0.3346355,-78.17354379999999
100250,IMBABURA,ANTONIO ANTE,ATUNTAQUI,"ATUNTAQUI, ANTONIO ANTE, IMBABURA, Ecuador",0.3323852,-78.2162833
100250,IMBABURA,ANTONIO ANTE,ATUNTAQUI,"ATUNTAQUI, ANTONIO ANTE, IMBABURA, Ecuador",0.3323852,-78.2162833
100251,IMBABURA,ANTONIO ANTE,IMBAYA,"IMBAYA, ANTONIO ANTE, IMBABURA, Ecuador",0.38069,-78.16214370000002
100252,IMBABURA,ANTONIO ANTE,SAN FRANCISCO DE NATABUELA,"SAN FRANCISCO DE NATABUELA, ANTONIO ANTE, IMBABURA, Ecuador",0.3393466,-78.1929439
100253,IMBABURA,ANTONIO ANTE,SAN JOSÉ DE CHALTURA,"SAN JOSÉ DE CHALTURA, ANTONIO ANTE, IMBABURA, Ecuador",0.3542363,-78.1949157
100254,IMBABURA,ANTONIO ANTE,SAN ROQUE,"SAN ROQUE, ANTONIO ANTE, IMBABURA, Ecuador",0.2978685,-78.219132
100350,IMBABURA,COTACACHI,COTACACHI,"COTACACHI, COTACACHI, IMBABURA, Ecuador",0.3071217,-78.2647004
100350,IMBABURA,COTACACHI,COTACACHI,"COTACACHI, COTACACHI, IMBABURA, Ecuador",0.3071217,-78.2647004
100351,IMBABURA,COTACACHI,APUELA,"APUELA, COTACACHI, IMBABURA, Ecuador",0.3575226,-78.51141849999999
100352,IMBABURA,COTACACHI,GARCÍA MORENO,"GARCÍA MORENO, COTACACHI, IMBABURA, Ecuador",0.310173,-78.72954469999999
100353,IMBABURA,COTACACHI,IMANTAG,"IMANTAG, COTACACHI, IMBABURA, Ecuador",0.3855153,-78.3159411
100354,IMBABURA,COTACACHI,PEÑAHERRERA,"PEÑAHERRERA, COTACACHI, IMBABURA, Ecuador",0.3489704,-78.5887951
